"","A_1","A_2","CO_1","CO_2","CO_3","H2_1","H2_2","H2_3","S_1","S_2","S_3"
"BFJEKD_17535",16342,7912,6783,8874,5639,4906,3812,7181,4086,5134,11715
"BFJEKD_17540",14701,2041,3656,8495,2481,1005,1465,1151,3804,2289,3925
"BFJEKD_17545",1243,625,606,1304,422,336,639,551,884,489,702
"BFJEKD_17550",455,773,670,837,982,1608,1756,1160,1847,927,557
"BFJEKD_17555",587,783,1174,1537,913,1286,1849,1705,2729,1226,1059
"BFJEKD_17560",1282,1902,171,708,228,290,356,481,3683,169,276
"BFJEKD_17565",2497,7631,8132,4082,4898,31293,22627,14573,5267,4472,6347
"BFJEKD_17570",846,7464,3015,1210,978,31504,15280,9165,438,1112,3064
"BFJEKD_17575",479,304,2265,1339,2004,1254,1786,1524,2565,1999,988
"BFJEKD_17580",2398,3091,4874,5293,11374,8279,9188,8178,5909,10820,6577
"BFJEKD_17585",97,392,286,461,753,1035,810,497,302,885,555
"BFJEKD_17590",48,113,161,187,332,504,238,240,66,423,295
"BFJEKD_17595",41,150,155,180,191,219,144,164,132,283,289
"BFJEKD_17600",75,135,393,316,431,310,290,400,323,630,553
"BFJEKD_17605",341,578,866,625,897,529,923,773,1074,711,453
"BFJEKD_17610",196,441,217,262,250,347,411,294,679,186,143
"BFJEKD_17615",149,700,322,223,607,799,537,360,267,394,204
"BFJEKD_17620",242,362,146,137,174,212,279,243,519,210,110
"BFJEKD_17625",161,249,560,508,702,820,602,672,1446,610,320
"BFJEKD_17630",2935,3133,11032,6885,13354,11909,11827,12866,14636,9736,4550
"BFJEKD_17635",5080,6936,9936,12560,14922,11205,16426,39009,7966,10528,6210
"BFJEKD_17640",210,534,2315,1546,916,933,1095,1258,818,1719,1104
"BFJEKD_17645",154,349,2255,672,690,360,513,228,102,1359,802
"BFJEKD_17650",1365,2494,13665,3528,5887,1587,2837,4877,1011,8646,3733
"BFJEKD_17655",69,271,722,176,417,104,141,793,104,644,286
"BFJEKD_17660",315,908,2929,880,1062,467,762,7272,659,2482,1773
"BFJEKD_17665",442,2018,1171,981,890,1445,1928,1478,924,661,797
"BFJEKD_17670",964,1090,2668,2595,1501,1460,2437,2082,2712,1405,1374
"BFJEKD_17675",533,1050,422,259,113,493,434,460,331,214,538
"BFJEKD_17680",8732,19375,10346,6957,2693,6374,8000,7588,3249,5035,8053
"BFJEKD_17685",516,750,657,859,685,555,982,782,1954,656,524
"BFJEKD_17690",148,709,188,180,176,357,448,269,162,153,148
"BFJEKD_17695",261,329,324,463,315,265,253,305,817,306,412
"BFJEKD_17700",255,258,549,700,451,239,236,448,560,348,814
"BFJEKD_17705",726,418,941,1955,743,528,674,799,1126,612,1237
"BFJEKD_17710",1110,436,774,1952,705,477,584,628,1606,452,735
"BFJEKD_17715",2008,1550,2023,4865,1942,1730,2562,1900,5360,1124,1787
"BFJEKD_17720",2644,2396,2657,5145,2053,1850,3409,3091,6186,1082,2076
"BFJEKD_17725",1268,2337,1301,2274,1222,1585,1888,1919,2844,838,1350
"BFJEKD_17730",827,1188,661,2176,598,880,1115,815,2054,782,1211
"BFJEKD_17735",299,712,257,1305,329,365,532,300,1061,300,293
"BFJEKD_17740",1370,5729,611,6329,672,1972,2092,893,5338,549,710
"BFJEKD_17745",2167,2768,4749,4948,3599,6823,11777,7549,4314,4135,4820
"BFJEKD_17750",92,178,155,209,175,457,368,223,212,233,204
"BFJEKD_17755",490,373,196,321,330,413,316,140,408,350,202
"BFJEKD_17760",67,601,103,116,84,250,243,108,364,78,94
"BFJEKD_17765",6,10,7,13,6,7,15,10,34,13,6
"BFJEKD_17770",45,131,49,85,24,81,93,46,192,42,43
"BFJEKD_17775",453,153,234,727,160,50,122,127,364,147,233
"BFJEKD_17780",712,152,295,706,319,103,177,199,293,230,329
"BFJEKD_17785",2418,266,804,2215,659,255,378,548,809,508,925
"BFJEKD_17790",1285,246,674,1722,551,226,252,428,540,485,898
"BFJEKD_17795",606,182,469,799,491,179,294,417,401,295,704
"BFJEKD_17800",639,214,312,396,217,213,395,277,528,259,306
"BFJEKD_17805",87,96,73,91,75,74,99,97,162,88,53
"BFJEKD_17810",29,44,19,22,20,25,32,20,47,27,13
"BFJEKD_17815",75,149,64,85,53,92,121,65,216,68,52
"BFJEKD_17820",137,188,103,140,120,70,122,74,146,147,70
"BFJEKD_17825",173,324,437,883,355,159,321,245,702,822,305
"BFJEKD_17830",80,183,167,235,218,127,165,139,281,248,114
"BFJEKD_17835",75,175,52,79,40,39,57,44,98,67,33
"BFJEKD_17840",1192,2175,251,721,381,860,593,467,758,282,600
"BFJEKD_17845",1041,1490,538,874,579,861,711,845,517,643,1232
"BFJEKD_17850",1984,1254,1559,2141,1389,1423,1005,1593,769,1861,2803
"BFJEKD_17855",822,206,495,1022,676,862,828,828,196,900,871
"BFJEKD_17860",8022,1468,1845,4759,3210,6050,6846,3557,4588,2648,2728
"BFJEKD_17865",1465,604,1503,2010,1229,843,2465,1477,1478,1362,1466
"BFJEKD_17870",285,384,951,575,724,553,627,606,1074,813,580
"BFJEKD_17875",8,111,178,37,110,16,33,38,38,118,32
"BFJEKD_17880",444,433,3125,392,1972,172,280,377,185,2607,486
"BFJEKD_17885",70,140,117,44,155,24,23,25,26,238,61
"BFJEKD_17890",1228,1073,2806,650,3403,256,323,389,580,2717,1517
"BFJEKD_17895",1012,1466,3409,1784,4555,1959,1792,2224,2034,4693,1916
"BFJEKD_17900",126,457,437,302,545,472,443,315,962,369,186
"BFJEKD_17905",359,611,479,479,540,634,779,549,1469,529,410
"BFJEKD_17910",986,1216,1041,973,1013,1238,1510,1326,2390,900,835
"BFJEKD_17915",65,188,152,105,264,472,275,175,108,193,96
"BFJEKD_17920",381,313,1911,1471,1657,1120,1767,2088,1330,1516,1584
"BFJEKD_17925",147,183,566,594,451,681,905,803,301,664,727
"BFJEKD_17930",882,1472,1134,779,659,1664,2021,1235,1001,698,799
"BFJEKD_17935",486,1159,166,303,154,390,340,228,256,150,319
"BFJEKD_17940",596,1620,284,537,252,295,270,312,719,263,334
"BFJEKD_17945",1666,5805,149,565,186,362,316,292,896,155,231
"BFJEKD_17950",76,97,25,64,22,72,54,35,79,26,26
"BFJEKD_17955",737,527,240,541,182,990,922,395,937,205,260
"BFJEKD_17960",880,1325,585,898,881,1958,1987,1105,1509,617,534
"BFJEKD_17965",333,752,289,772,361,860,1138,574,924,373,385
"BFJEKD_17970",671,2156,635,2308,948,1653,2631,1361,2652,776,863
"BFJEKD_17975",69,229,93,123,105,998,611,179,288,118,80
"BFJEKD_17985",74,668,156,147,222,286,313,178,160,226,126
"BFJEKD_17990",1786,2985,457,1053,610,2215,1868,1210,1903,678,608
"BFJEKD_17995",1675,3298,680,711,831,1221,1262,814,1617,755,749
"BFJEKD_18000",1070,3448,513,701,639,800,1249,526,2227,487,326
"BFJEKD_18005",910,2993,537,669,552,790,705,826,1015,495,536
"BFJEKD_18010",5555,9589,4859,5596,5064,6287,6663,9843,6179,4738,4309
"BFJEKD_18015",513,873,1008,785,840,751,1047,1228,947,729,817
"BFJEKD_18020",490,801,798,1278,982,2439,1965,1130,3950,1084,758
"BFJEKD_18025",72,176,105,137,77,192,229,119,455,110,86
"BFJEKD_18030",598,686,559,730,503,475,900,794,1121,547,534
"BFJEKD_18035",260,255,366,418,243,319,501,346,500,385,323
"BFJEKD_18040",81,146,277,189,147,255,252,292,187,268,167
"BFJEKD_18045",192,264,27987,2878,10659,598,914,15864,1016,19753,13591
"BFJEKD_18050",1632,1816,6146,3479,3356,1766,3743,5867,4670,4700,3554
"BFJEKD_18055",204,393,670,557,368,493,758,667,549,726,830
"BFJEKD_18060",274,567,911,660,636,672,581,666,411,1271,853
"BFJEKD_18065",420,656,804,549,759,817,664,871,448,1015,584
"BFJEKD_18070",811,1034,1252,1168,1173,1442,1425,2105,963,1912,1169
"BFJEKD_18075",5506,9372,4556,1892,4374,2059,2006,14127,1029,4507,4018
"BFJEKD_18080",6750,2257,13940,13150,7249,3289,6903,11189,9431,8219,15616
"BFJEKD_18085",2157,760,3119,2395,1793,785,1363,2694,1042,1795,3781
"BFJEKD_18095",29,37,34,31,27,214,235,85,83,26,39
"BFJEKD_18100",404,539,198,391,166,520,830,374,351,219,291
"BFJEKD_18105",2801,1887,1049,2319,1047,1103,2010,1578,1642,1259,1434
"BFJEKD_18110",3858,2192,2484,3479,2179,1471,3195,2707,3031,1609,2013
"BFJEKD_18115",332,378,307,471,181,317,359,344,569,196,420
"BFJEKD_18120",101,110,169,126,196,141,203,217,142,166,162
"BFJEKD_18125",86,269,105,297,376,176,184,168,392,130,99
"BFJEKD_18130",214,461,394,425,481,666,626,466,783,430,349
"BFJEKD_18135",85,357,346,331,490,1156,677,325,312,329,344
"BFJEKD_18140",61,171,97,122,114,360,266,114,120,162,98
"BFJEKD_18145",136,512,302,470,160,1131,925,307,367,331,557
"BFJEKD_18150",2167,6305,3017,4681,2717,7970,6533,2876,4932,2846,2742
"BFJEKD_18155",5301,7197,4821,9256,5605,9244,11311,7566,11906,7397,5485
"BFJEKD_18160",6175,11996,12700,9666,8098,9230,12577,17510,4974,6928,14313
"BFJEKD_18165",776,1848,1582,1370,949,1747,2054,2568,1297,1379,2230
"BFJEKD_18170",156,951,645,570,1174,1947,1270,875,1141,1018,321
"BFJEKD_18175",616,1121,871,1171,811,919,1365,1125,1565,1050,854
"BFJEKD_18180",137,549,335,239,652,1038,669,346,349,465,204
"BFJEKD_18185",263,1117,611,524,695,717,852,732,629,682,395
"BFJEKD_18190",239,427,484,443,374,315,524,601,564,373,369
"BFJEKD_18195",1314,3608,949,1590,903,1699,1414,1146,3142,968,971
"BFJEKD_18200",1693,1539,1967,2134,2198,3145,2556,1736,1558,2500,1953
"BFJEKD_18205",482,319,447,472,423,301,268,331,355,543,453
"BFJEKD_18210",336,3253,1307,1165,1674,2035,1647,2189,1378,1616,916
"BFJEKD_18215",5197,2228,1220,1642,1731,1650,1769,1357,2053,1953,2442
"BFJEKD_18220",1071,710,639,763,539,416,546,774,879,664,681
"BFJEKD_18225",461,344,470,641,398,316,415,551,582,454,594
"BFJEKD_18230",385,210,355,574,344,264,346,458,447,377,546
"BFJEKD_18235",1648,542,1416,2182,1375,523,656,983,1936,1299,1839
"BFJEKD_18240",1928,516,2038,3755,2055,705,1051,1497,2034,2783,3259
"BFJEKD_18245",8829,1483,7159,11800,8307,2447,2473,5763,5133,9184,13452
"BFJEKD_18250",865,663,301,1214,489,1471,1645,538,1357,884,729
"BFJEKD_18255",423,2313,234,355,155,820,944,252,1708,246,267
"BFJEKD_18260",615,2071,1033,1405,922,4774,2999,1559,1924,751,1466
"BFJEKD_18265",1470,2775,2410,2631,3037,4224,2059,2954,2432,2712,2732
"BFJEKD_18270",898,1186,2771,2042,2101,1046,1129,2220,1566,1919,3029
"BFJEKD_18275",79,210,200,161,161,312,374,288,297,218,248
"BFJEKD_18280",118,315,179,215,200,256,325,240,244,228,161
"BFJEKD_18285",1291,1962,371,437,334,318,313,637,274,399,547
"BFJEKD_18290",358,996,771,413,887,1583,1252,997,625,707,554
"BFJEKD_18295",164,602,404,180,542,603,474,504,100,302,306
"BFJEKD_18300",418,803,1184,817,859,954,1164,1266,1719,704,735
"BFJEKD_18305",115,251,185,138,276,181,110,133,229,340,79
"BFJEKD_18310",382,893,950,676,1291,1326,982,615,2010,1253,398
"BFJEKD_18315",24816,18236,752,7571,1675,181,242,1456,38459,637,1498
"BFJEKD_18320",133930,111473,5003,38131,10838,1095,1588,9075,190094,3463,7553
"BFJEKD_18325",14683,8968,260,1902,492,281,399,778,14737,212,313
"BFJEKD_18330",233,149,325,304,426,477,664,696,745,353,240
"BFJEKD_18335",333,277,652,843,529,810,1784,2778,2174,698,913
"BFJEKD_18340",455,265,444,596,559,1118,1767,2429,671,598,528
"BFJEKD_18345",273,262,482,401,356,1181,983,1968,399,562,503
"BFJEKD_18350",241,624,138,232,117,807,862,543,1133,125,160
"BFJEKD_18355",83,342,195,159,176,489,445,368,120,188,183
"BFJEKD_18360",4381,2772,1723,4742,1172,1016,1261,1467,3155,1770,3713
"BFJEKD_18365",234,333,480,360,782,772,841,1398,855,606,419
"BFJEKD_18370",4413,974,6964,20000,6219,1253,2089,6137,5300,4707,24590
"BFJEKD_18375",481,1270,2113,1873,3492,3244,2510,2271,2266,2933,1971
"BFJEKD_18380",946,2289,2557,1965,1761,4205,6031,3667,898,2280,2264
"BFJEKD_18385",1108,1101,3277,3294,2945,1939,3051,3270,4513,2989,2523
"BFJEKD_18390",1238,2356,1502,1451,1674,1467,1606,1825,2396,1458,1180
"BFJEKD_18395",2044,880,3468,1749,2596,1725,2393,3165,3365,1999,1691
"BFJEKD_18400",1034,1046,7040,4561,5491,9838,8585,8994,5426,8939,5746
"BFJEKD_18405",741,997,2497,2050,1972,4644,4895,4957,3280,2289,2253
"BFJEKD_18410",868,776,2065,2537,1337,2272,3072,2586,3912,1372,1739
"BFJEKD_18415",16,105,27,26,20,102,146,54,51,27,39
"BFJEKD_18420",2178,1589,2072,2706,2007,1373,2190,3046,3413,1664,1912
"BFJEKD_18425",548,3138,652,517,603,454,694,587,628,749,748
"BFJEKD_18435",262,500,498,405,353,870,776,858,357,413,419
"BFJEKD_18440",807,784,2339,2149,2678,999,1282,5655,2371,5965,1673
"BFJEKD_18445",14622,14364,84934,25098,92313,9683,14302,186816,16223,99148,30568
"BFJEKD_18450",1607,1749,3631,1705,5765,844,809,8458,941,5422,1324
"BFJEKD_18455",98,144,532,267,957,242,180,1643,142,838,229
"BFJEKD_18460",116,160,469,302,771,266,274,1478,633,581,264
"BFJEKD_18465",183,280,403,304,526,195,193,1333,288,482,268
"BFJEKD_18470",4790,1742,73,799,656,54,47,131,7457,124,144
"BFJEKD_18475",2881,716,48,603,427,33,35,115,4683,71,94
"BFJEKD_18480",1077,1037,1853,1958,1663,1033,1714,2234,1904,1316,1562
"BFJEKD_18485",1660,3157,705,929,763,1147,994,897,1522,881,621
"BFJEKD_18490",948,2252,646,678,498,728,778,660,879,644,516
"BFJEKD_18495",5121,5813,4217,4251,4250,8896,9751,6738,4541,5142,5024
"BFJEKD_18500",943,1023,877,1255,666,1154,1820,1178,2110,968,992
"BFJEKD_18505",2666,1668,1110,1401,811,471,563,1105,1417,1405,2315
"BFJEKD_18510",1374,1294,619,787,537,486,548,810,1352,678,1172
"BFJEKD_18515",405,427,560,577,537,764,639,720,419,779,616
"BFJEKD_18520",1230,1951,2394,2510,2157,3040,5036,3784,2669,2616,2755
"BFJEKD_18525",2802,8991,1562,962,1756,2859,2220,862,1903,1281,1162
"BFJEKD_18530",198,390,613,365,867,339,271,309,315,1232,268
"BFJEKD_18535",37,75,69,92,149,144,75,71,70,289,56
"BFJEKD_18540",71,246,280,264,778,716,531,333,152,912,273
"BFJEKD_18545",546,1772,2739,1753,5231,4364,3722,2828,1714,3898,1430
"BFJEKD_18550",214,616,909,558,665,853,851,799,569,579,464
"BFJEKD_18555",2073,2262,2209,6678,2419,2363,2400,3210,5189,2526,5761
"BFJEKD_18560",43714,50244,26631,60096,19927,16918,23146,57318,36800,17740,89801
"BFJEKD_18565",19043,11527,9280,23209,6621,5095,7397,14136,18439,7048,26528
"BFJEKD_18570",12968,26297,6226,12714,4927,13803,22438,11795,15616,3161,5733
"BFJEKD_18575",721,1835,423,563,389,323,385,510,712,714,795
"BFJEKD_18580",4548,6389,7755,5738,5270,3567,5744,11294,6601,5757,6837
"BFJEKD_18585",122,316,542,250,354,298,308,596,195,509,396
"BFJEKD_18590",1538,2903,10449,2353,7476,2457,2337,6772,1753,8154,3345
"BFJEKD_18595",1096,3098,3558,1779,6035,3458,2829,4353,2228,5177,2297
"BFJEKD_18600",1093,4823,5178,1984,6503,6424,5578,5755,1715,4426,3206
"BFJEKD_18605",1701,3644,2260,1507,1741,652,790,918,2643,2579,1835
"BFJEKD_18610",1022,2513,1742,1569,1718,2067,2055,2410,2810,1814,1228
"BFJEKD_18615",19521,8319,5668,8403,3306,1320,2394,3701,6740,4352,7779
"BFJEKD_18620",3940,1959,1154,1249,696,580,639,975,607,949,2202
"BFJEKD_18625",810,778,312,328,228,268,175,217,189,242,499
"BFJEKD_18630",1510,731,555,636,826,290,332,168,1152,302,176
"BFJEKD_18635",2704,770,345,860,803,457,406,218,2820,338,141
"BFJEKD_18640",2308,2054,886,1284,1653,2985,2147,765,3512,728,387
"BFJEKD_18645",241,764,372,306,569,504,576,602,558,495,291
"BFJEKD_18650",2,45,4,4,5,6,8,2,7,5,5
"BFJEKD_18655",1436,1020,1295,1094,1511,710,859,1101,1428,1587,836
"BFJEKD_18660",189,557,501,218,532,154,191,256,164,522,243
"BFJEKD_18665",1797,961,1407,2848,2088,825,914,1547,1431,1653,2817
"BFJEKD_18670",2570,1717,1797,1857,1257,1712,2346,2400,2688,1174,1449
"BFJEKD_18675",1280,2036,1707,1285,1253,2279,2541,2730,1081,936,1333
"BFJEKD_18680",533,2279,657,489,496,1309,1267,1185,857,455,578
"BFJEKD_18685",45,96,35,34,19,84,97,57,66,40,33
"BFJEKD_18690",5265,4065,3920,8289,3101,2656,3138,3308,9156,3313,4999
"BFJEKD_18695",7724,32725,4295,3910,4464,13288,11826,5782,3263,5237,5569
"BFJEKD_18700",21051,73885,15885,14109,11844,10242,19146,11194,25887,11056,12945
"BFJEKD_18705",8768,16275,14759,8161,14899,14478,19982,13319,20294,14017,10478
"BFJEKD_18710",146,56,5,9,15,14,15,9,38,12,13
"BFJEKD_18715",439,66,14,18,16,13,21,11,36,22,24
"BFJEKD_18720",42,11,2,5,2,1,2,0,10,5,1
"BFJEKD_18725",158,49,8,6,6,10,5,6,16,5,6
"BFJEKD_18730",3180,1399,2475,3795,2041,1514,2806,2433,3901,1762,2315
"BFJEKD_18735",294,496,310,436,237,802,828,437,492,357,303
"BFJEKD_18740",287,385,392,205,686,261,379,372,210,494,189
"BFJEKD_18745",733,1221,837,495,1895,598,628,636,424,1383,476
"BFJEKD_18750",180,434,179,299,334,244,206,175,251,276,243
"BFJEKD_18755",33,133,79,73,45,116,171,55,89,86,60
"BFJEKD_18760",16,227,39,30,50,33,33,30,51,40,27
"BFJEKD_18765",44,337,89,77,91,64,71,69,98,108,94
"BFJEKD_18770",854,7598,3083,1524,3704,4104,2367,2495,1760,4116,2443
"BFJEKD_18775",1392,1377,1578,1419,1005,1273,1737,2056,1212,1689,2103
"BFJEKD_18780",2568,5552,29290,21161,16709,18401,29538,46115,20653,18353,30766
"BFJEKD_18785",4331,3400,2574,2553,2731,1353,2384,2815,4178,2159,1566
"BFJEKD_18790",2307,979,468,437,436,1286,883,609,1117,372,439
"BFJEKD_18795",391,1735,6429,3595,10122,2747,2395,3730,1644,6249,1377
"BFJEKD_18800",403,1533,4161,3430,6657,2591,2567,2920,1847,5258,1196
"BFJEKD_18805",171,665,296,100,334,435,368,398,49,230,141
"BFJEKD_18810",72,234,83,72,70,124,133,110,30,125,83
"BFJEKD_18815",674,820,1007,475,1110,752,1165,962,468,1109,476
"BFJEKD_18820",2461,806,859,890,757,351,507,1267,741,856,1106
"BFJEKD_18825",562,547,283,279,276,166,263,490,145,353,467
"BFJEKD_18830",821,598,998,1098,979,707,837,1140,813,1074,1811
"BFJEKD_18835",1462,2396,3172,2418,2267,2143,3858,4187,2227,2487,2556
"BFJEKD_18840",398,1264,755,1121,675,1225,1285,870,692,792,1132
"BFJEKD_18845",6504,54769,5064,6856,5173,4999,6791,6347,14797,4712,6092
"BFJEKD_18850",621,2015,489,587,440,384,648,599,905,461,483
"BFJEKD_18855",175,291,315,328,319,302,390,327,309,415,320
"BFJEKD_18860",559,740,813,682,886,831,846,562,513,1162,693
"BFJEKD_18865",367,421,405,395,502,302,439,287,343,664,313
"BFJEKD_18870",3530,2886,2799,2202,3482,1902,2706,1859,3509,3243,1714
"BFJEKD_18875",1661,4166,1291,1476,1736,2358,2532,1545,1878,1531,1092
"BFJEKD_18880",136,535,152,137,210,357,257,157,77,222,172
"BFJEKD_18885",1886,2553,3058,1642,3906,3059,2648,1833,3294,3732,1013
"BFJEKD_18890",163,456,321,297,465,729,605,398,527,426,222
"BFJEKD_18895",11059,11035,55140,42686,48562,2161,3442,6320,72475,33737,28915
"BFJEKD_18900",901,467,784,2118,669,419,678,763,2201,764,1513
"BFJEKD_18905",992,1817,1020,1058,884,751,1101,3973,694,976,1748
"BFJEKD_18910",318,224,297,556,386,156,223,2010,301,357,821
"BFJEKD_18915",153,128,179,475,218,115,124,804,250,235,683
"BFJEKD_18920",430,200,271,755,433,298,234,1124,304,443,1218
"BFJEKD_18925",629,278,433,1269,691,512,545,1788,513,589,2022
"BFJEKD_18930",6070,1980,2434,6220,3041,2690,3252,9083,4102,2602,9957
"BFJEKD_18935",921,1037,1318,1512,738,809,1599,1360,3612,881,796
"BFJEKD_18940",213,352,419,387,421,515,914,457,835,359,262
"BFJEKD_18945",2254,3442,11559,6683,13392,3126,3386,5851,2901,12428,6356
"BFJEKD_18950",634,623,1990,1276,2503,1126,928,1207,725,2464,1303
"BFJEKD_18955",2744,3284,7453,4845,10170,6443,5353,6212,3283,8618,4881
"BFJEKD_18960",481,494,669,6203,550,1647,2718,1555,1427,481,1286
"BFJEKD_18965",2653,1333,3334,63098,2505,5441,12983,6460,15871,1587,8650
"BFJEKD_18970",751,740,943,1140,636,1482,1515,1416,2131,1018,1003
"BFJEKD_18975",899,3384,1076,978,1191,5788,4288,2449,1165,1103,1127
"BFJEKD_18980",178,411,295,479,98,862,1299,439,796,207,314
"BFJEKD_18985",2131,2571,2200,3820,1659,2346,3423,3287,3994,2928,3210
"BFJEKD_18990",15494,13274,10062,14431,7883,5618,5638,10713,8872,8550,25625
"BFJEKD_18995",6927,5059,5835,8486,4342,2709,3038,7838,3605,4040,15739
"BFJEKD_19000",967,804,1588,2637,1076,573,783,1904,1160,1111,3980
"BFJEKD_19005",19065,8628,16578,53072,12823,5562,8718,18940,24674,9353,37073
"BFJEKD_19010",1239,2274,2694,998,2312,399,721,369,1347,2148,1271
"BFJEKD_19015",166,345,2130,642,1308,1097,1151,1013,1033,1017,581
"BFJEKD_19020",225,212,2154,1250,2596,813,871,1097,1317,2272,1007
"BFJEKD_19025",1174,545,2732,5000,2078,2168,2588,3250,3864,2101,5727
"BFJEKD_19030",45,84,155,225,118,161,293,211,233,199,195
"BFJEKD_19035",16266,27966,26835,26496,20657,3816,5865,9835,15809,24278,39165
"BFJEKD_19040",4945,5035,3730,4136,4438,1581,1838,3006,2304,4942,5807
"BFJEKD_19045",11055,13237,6266,7327,7280,4169,4283,6324,4926,7966,10381
"BFJEKD_19050",417,549,1756,1333,2090,1181,1262,1303,1946,1641,886
"BFJEKD_19060",3572,9081,12981,10476,6281,13007,30081,14874,7701,7667,8690
"BFJEKD_19065",1481,7296,6150,2708,3240,28240,25380,18593,1528,3900,4588
"BFJEKD_19070",45,373,191,151,208,1518,993,965,75,265,223
"BFJEKD_19075",27153,27733,5494,15413,6815,2516,4237,7065,48251,4072,5456
"BFJEKD_19080",4775,10901,4667,7542,3935,3563,4397,6217,11624,4374,6692
"BFJEKD_19085",2268,3205,4183,5863,2601,2952,3850,4622,2859,3650,6306
"BFJEKD_19090",206519,136363,615313,396699,399705,246033,297503,533487,100735,633006,472830
"BFJEKD_19095",59412,114440,140986,76367,77381,59171,61789,117467,19499,88130,81146
"BFJEKD_19100",433,2398,540,528,582,342,380,342,574,832,449
"BFJEKD_19105",121,361,73,64,149,131,78,80,123,132,58
"BFJEKD_19110",150,382,78,157,122,213,216,115,232,142,114
"BFJEKD_19115",275209,18935,477,891,566,910,1201,1200,1455,329,428
"BFJEKD_19120",52300,4223,5406,2453,4741,628,1086,5228,3146,5982,2464
"BFJEKD_19125",1825,1466,2461,2733,1780,1267,1565,2051,1102,1902,2738
"BFJEKD_19130",313,722,455,476,379,647,599,693,164,441,731
"BFJEKD_19135",126,685,509,411,493,626,550,810,450,481,585
"BFJEKD_19140",193,390,1387,894,1283,1303,1414,1436,618,1093,929
"BFJEKD_19145",320,758,2098,1409,2302,2201,1954,2302,2950,2451,2252
"BFJEKD_19150",846,3726,5960,5528,5711,4826,4988,4148,26551,5996,11592
"BFJEKD_19155",73,152,212,201,105,267,369,298,244,175,308
"BFJEKD_19160",103,158,270,212,171,461,353,334,235,240,324
"BFJEKD_19165",178,440,401,311,464,819,630,638,471,376,337
"BFJEKD_19170",207,554,404,423,507,606,597,567,630,400,359
"BFJEKD_19175",522,593,511,621,417,658,972,764,741,560,568
"BFJEKD_19180",223,163,203,319,133,142,305,201,439,190,202
"BFJEKD_19185",127,313,599,347,415,467,561,640,297,478,403
"BFJEKD_19190",151,243,341,387,244,382,465,428,558,407,313
"BFJEKD_19195",3286,3090,2919,1639,2799,4725,4874,3770,2217,2869,1970
"BFJEKD_19200",3187,1626,962,1618,1206,2280,2788,1595,5698,1712,1334
"BFJEKD_19205",1946,1196,2265,3646,2155,2474,4620,2785,9922,2122,1631
"BFJEKD_19210",1339,1465,1952,1944,951,2012,4320,2335,3047,1331,1216
"BFJEKD_19215",3041,1604,2737,3290,3059,1211,2012,2489,4471,2544,2438
"BFJEKD_19220",371,495,1599,1295,1880,545,748,597,1750,1722,1382
"BFJEKD_19225",72,125,1072,522,1137,147,84,111,616,780,729
"BFJEKD_19230",923,1433,6221,3571,7272,681,726,688,6206,4154,4262
"BFJEKD_19235",1248,1689,622,1026,622,892,1688,1051,1132,722,719
"BFJEKD_19240",178,164,76,141,93,93,135,101,154,114,110
"BFJEKD_19245",873,594,270,517,341,311,385,347,654,275,302
"BFJEKD_19250",133,213,317,258,249,624,607,561,344,262,239
"BFJEKD_19255",7078,6123,15824,13834,14315,9959,14730,14988,21283,13047,8328
